Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Unnamed: 26,Unnamed: 27,Unnamed: 28,verify_strain,stand_strain,unique_chemicals,stand_strain_bin,pIC50
CHEMBL1782205,,,428.75,0.0,3.32,16.22,Cl.NC1=NC(c2ccccc2)NC(NCCCOc2ccc(Cl)cc2Cl)=N1,IC50,'=',4520.0,nM,5.34,,,UO_0000065,0,CHEMBL1785111,cell-based format,,CHEMBL1781907,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine and cycloguanil-resistant Plasmodium falciparum FCR-3/Gambia ring stage infected in human red blood cells assessed as inhibition of [3H]-hypoxanthine incorporation incubated 24 hrs before addition of [3H]-hypoxanthine measured after 24 hrs,,,,FCR-3,FcR3,,FcR3,5.34
CHEMBL3799541,,,435.41,0.0,4.54,12,Cn1c(=O)n(-c2cccc(C(F)(F)F)c2)c2c3cc(-c4ccc(N)nc4)ccc3ncc21,IC50,'=',28.0,nM,7.55,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,7.55
CHEMBL3797653,,,434.42,1.0,5.27,19,Cc1ccc(-c2ccc3ncc4c(c3c2)n(-c2cccc(C(F)(F)F)c2)c(=O)n4C)cn1,IC50,'=',81.0,nM,7.09,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,7.09
CHEMBL3797438,,,459.43,1.0,5.44,29,Cn1c(=O)n(-c2cccc(C(F)(F)F)c2)c2c3cc(-c4ccc5[nH]cnc5c4)ccc3ncc21,IC50,'=',157.0,nM,6.8,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,6.8
CHEMBL254602,,,447.41,0.0,1.71,43,Cl.Cl.c1cc(N2CCN(c3ccc(C4=NCCN4)cc3)CC2)ccc1C1=NCCN1,IC50,'=',89.0,nM,7.05,,,UO_0000065,0,CHEMBL926257,organism-based format,,CHEMBL1140635,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D6 by LDH reporter assay,,,,D6,D6,,D6,7.05
CHEMBL539861,,,427.34,1.0,1.62,42,Cl.Cl.N=C(NO)c1ccc(N2CCN(c3ccc(C(=N)NO)cc3)CC2)cc1,IC50,'=',8320.0,nM,5.08,,,UO_0000065,0,CHEMBL926257,organism-based format,,CHEMBL1140635,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D6 by LDH reporter assay,,,,D6,D6,,D6,5.08
CHEMBL3797664,,,430.39,1.0,5.42,46,N#Cc1ccc(-c2ccc3ncc4[nH]c(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cc1,IC50,'=',6330.0,nM,5.2,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,5.2
CHEMBL3799353,,,444.42,1.0,5.43,47,Cn1c(=O)n(-c2cccc(C(F)(F)F)c2)c2c3cc(-c4ccc(C#N)cc4)ccc3ncc21,IC50,'=',11000.0,nM,4.96,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,4.96
CHEMBL3798765,,,467.88,1.0,6.7,52,CCn1c(=O)n(-c2cccc(C(F)(F)F)c2)c2c3cc(-c4ccc(Cl)cc4)ccc3ncc21,IC50,'=',10400.0,nM,4.98,,,UO_0000065,0,CHEMBL3800921,organism-based format,,CHEMBL3797182,1,Scientific Literature,Bioorg Med Chem Lett,,Gametocytocidal activity against chloroquine-sensitive late gametocytic stage (III to V) of Plasmodium falciparum 3D7 after 72 hrs by Alamar Blue assay,,,,3D7,3D7,,3D7,4.98
CHEMBL3814078,,,298.73,0.0,3.43,6i,Oc1ccc(Cl)cc1/C=N\Nc1nncc2ccccc12,IC50,'=',1646.0,nM,5.78,,,UO_0000065,0,CHEMBL3817535,organism-based format,,CHEMBL3813669,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum 3D7 trophozoite stage infected in human RBCs assessed as reduction in parasitemia after 48 hrs by Hoechst-3342 staining based flow cytometric analysis,,,,3D7,3D7,,3D7,5.78
CHEMBL142952,,,400.44,1.0,2.76,7,N=C(N)c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=N)N)cc3)cc2)cc1,IC50,'=',4120.0,nM,5.38,,,UO_0000065,0,CHEMBL926257,organism-based format,,CHEMBL1140635,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D6 by LDH reporter assay,,,,D6,D6,,D6,5.39
CHEMBL4162779,,,442.2,0.0,0.1,5a,Cc1cccc2c1-c1ccccc1[I+]2.O=S(=O)([O-])C(F)(F)F,IC50,'=',70.0,nM,7.16,,,UO_0000065,0,CHEMBL4146076,organism-based format,,CHEMBL4145448,1,Scientific Literature,Eur J Med Chem,,Growth inhibition of CQ-sensitive GFP-fused Plasmodium falciparum D10 after 90 hrs by ethidium bromide staining based flow cytometry,,,,D10,D10,,D10,7.15
CHEMBL601156,,,335.32,0.0,3.56,666125,CC1=C(CC(=O)c2cccc([N+](=O)[O-])c2)C(=O)c2ccccc2C1=O,IC50,'=',902.2,nM,6.04,,,UO_0000065,0,CHEMBL3301557,organism-based format,,CHEMBL3301555,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: Measure of pLDH activity as indication of parasite viability. Gametocytogenesis of 3D7 Plasmodium falciparum strain was induced in vitro and asexual parasites were depleted with N-acetylglucosamine. Gametocytes were treated with dihydroartemisinin, epoxomicin, methylene blue, primaquine, puromycin or chloroquine in 96-well plates and the pLDH activity was evaluated using a modified Makler protocol. Mosquito infectivity was measured by the standard membrane feeding assay. The IC50 value was extrapolated as the concentration that induced a 50% inhibition of gametocyte viability.",,,,3D7,3D7,,3D7,6.04
CHEMBL1545915,,,368.4,0.0,3.79,396749,COc1ccc2c(c1)C1(Nc3ccccc3-c3nc4ccccc4n31)C(=O)N2,IC50,'=',2903.0,nM,5.54,,,UO_0000065,0,CHEMBL3301456,organism-based format,,CHEMBL3301451,17,Medicines for Malaria Venture () Malaria Box,,,MMV: P. falciparum NF54 functionally mature Stage V gametocytes were incubated for 24 hr in the presence of the test compounds. Gamete formation was then triggered by addition of 2uM xantheurenic acid and temperature decrease to ~20C. Male gamete exflagellation was recorded and analysed by automated microscopy after 20 min. All compounds were tested in 4 independent experiments and data presented here is the mean. IC50s determined for selected compounds.,,,,NF54,NF54,,NF54,5.54
CHEMBL536806,,,260.3,0.0,3.13,23233,Nc1nccc2ccc(-c3ccc4nccn4c3)cc12,IC50,'=',400.0,nM,6.4,,,UO_0000065,0,CHEMBL3832784,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Gametocytes Plasmodium falciparum NF54 Gametocytes Stage V IC50 (uM),,,,NF54,NF54,,NF54,6.4
CHEMBL4227123,,,455.53,1.0,6.13,C-9,CCN(CC)c1ccc2cc(C3=NN(c4ccccc4)C(c4ccc(F)cc4)C3)c(=O)oc2c1,IC50,'=',33800.0,nM,4.47,,,UO_0000065,0,CHEMBL4223066,cell-based format,,CHEMBL4219189,1,Scientific Literature,Bioorg Med Chem Lett,,Inhibition of chloroquine resistant Plasmodium falciparum RKL9 schizont stage infected in human erythrocytes assessed as reduction in bacterial growth after 24 hrs by Giemsa staining based assay,,,,RKL9,RKL9,,RKL9,4.47
CHEMBL4071478,,,413.48,0.0,3.83,47,CCNCCNc1cc(-c2ccc(C(=O)OC)cc2)c(C#N)c2nc3ccccc3n12,IC50,'=',1680.0,nM,5.78,,,UO_0000065,0,CHEMBL3996812,assay format,,CHEMBL3994624,1,Scientific Literature,J Med Chem,,Anti-plasmodial activity against chloroquine-sensitive Plasmodium falciparum NF54 late 4/5 stage gametocytes assessed as reduction in ATP levels after 24 hrs by BacTiter-Glo reagent based bioluminescence assay,,,,NF54,NF54,,NF54,5.77
CHEMBL580443,,,370.43,0.0,1.78,23860,NS(=O)(=O)c1cccc(-c2ccc3ncc(N4CCOCC4)nc3c2)c1,IC50,'=',1330.0,nM,5.88,,,UO_0000065,0,CHEMBL3832784,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Gametocytes Plasmodium falciparum NF54 Gametocytes Stage V IC50 (uM),,,,NF54,NF54,,NF54,5.88
CHEMBL586872,,,328.38,0.0,3.9,24443,CN(C(=O)c1cc2c(-c3cncnc3)cccc2[nH]1)c1ccccc1,IC50,'=',570.0,nM,6.24,,,UO_0000065,0,CHEMBL3832784,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Gametocytes Plasmodium falciparum NF54 Gametocytes Stage V IC50 (uM),,,,NF54,NF54,,NF54,6.24
CHEMBL587715,,,437.97,0.0,4.54,19721,CCN(CC)S(=O)(=O)c1ccc(Cl)c(C(=O)Nc2ccc3nc(C)sc3c2)c1,IC50,'=',3910.0,nM,5.41,,,UO_0000065,0,CHEMBL3832784,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Gametocytes Plasmodium falciparum NF54 Gametocytes Stage V IC50 (uM),,,,NF54,NF54,,NF54,5.41
CHEMBL536144,,,410.46,0.0,2.06,10545,COc1ccc(-c2cnc3ccc(NCc4ccc(S(N)(=O)=O)cc4)nn23)cn1,IC50,'=',1030.0,nM,5.99,,,UO_0000065,0,CHEMBL3832784,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Gametocytes Plasmodium falciparum NF54 Gametocytes Stage V IC50 (uM),,,,NF54,NF54,,NF54,5.99
CHEMBL3637884,,,339.4,0.0,4.09,1028806,O=C(Nc1nc(-c2ccccn2)cs1)C1CC1c1ccccc1F,IC50,'=',520.0,nM,6.28,,,UO_0000065,0,CHEMBL3832784,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Gametocytes Plasmodium falciparum NF54 Gametocytes Stage V IC50 (uM),,,,NF54,NF54,,NF54,6.28
CHEMBL3637887,,,375.46,0.0,3.58,1029203,CNC(=O)CNc1nc(-c2ccccn2)nc2scc(-c3ccccc3)c12,IC50,'=',840.0,nM,6.08,,,UO_0000065,0,CHEMBL3832784,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Gametocytes Plasmodium falciparum NF54 Gametocytes Stage V IC50 (uM),,,,NF54,NF54,,NF54,6.08
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,CQ,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',10700.0,nM,4.97,,,UO_0000065,0,CHEMBL918323,organism-based format,,CHEMBL1147097,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 gametocytes (stage 4 & 5),,,,W2,W2,,W2,4.97
CHEMBL4224721,,,379.44,0.0,4.22,C-4,CCN(CC)c1ccc2cc(C3=NNC(c4ccc(F)cc4)C3)c(=O)oc2c1,IC50,'=',44500.0,nM,4.35,,,UO_0000065,0,CHEMBL4223066,cell-based format,,CHEMBL4219189,1,Scientific Literature,Bioorg Med Chem Lett,,Inhibition of chloroquine resistant Plasmodium falciparum RKL9 schizont stage infected in human erythrocytes assessed as reduction in bacterial growth after 24 hrs by Giemsa staining based assay,,,,RKL9,RKL9,,RKL9,4.35
CHEMBL4226863,,,453.54,1.0,5.7,C-7,CCN(CC)c1ccc2cc(C3=NN(c4ccccc4)C(c4ccc(O)cc4)C3)c(=O)oc2c1,IC50,'=',25300.0,nM,4.6,,,UO_0000065,0,CHEMBL4223066,cell-based format,,CHEMBL4219189,1,Scientific Literature,Bioorg Med Chem Lett,,Inhibition of chloroquine resistant Plasmodium falciparum RKL9 schizont stage infected in human erythrocytes assessed as reduction in bacterial growth after 24 hrs by Giemsa staining based assay,,,,RKL9,RKL9,,RKL9,4.6
CHEMBL4224976,,,482.54,1.0,5.9,C-10,CCN(CC)c1ccc2cc(C3=NN(c4ccccc4)C(c4ccc([N+](=O)[O-])cc4)C3)c(=O)oc2c1,IC50,'=',41600.0,nM,4.38,,,UO_0000065,0,CHEMBL4223066,cell-based format,,CHEMBL4219189,1,Scientific Literature,Bioorg Med Chem Lett,,Inhibition of chloroquine resistant Plasmodium falciparum RKL9 schizont stage infected in human erythrocytes assessed as reduction in bacterial growth after 24 hrs by Giemsa staining based assay,,,,RKL9,RKL9,,RKL9,4.38
CHEMBL464538,,,566.42,1.0,5.33,BW-28C51,C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1.[Br-].[Br-],IC50,'=',107.0,nM,6.97,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,6.97
CHEMBL211501,ANTIMYCIN A,,548.63,1.0,3.48,Antimycin A,CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C,IC50,'=',2186.0,nM,5.66,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,5.66
CHEMBL94394,BUFEXAMAC,4.0,223.27,0.0,1.91,Bufexamac,CCCCOc1ccc(CC(=O)NO)cc1,IC50,'=',2771.0,nM,5.56,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,5.56
CHEMBL2430917,,,489.59,1.0,7.44,5l,FC(F)(F)c1ccc2/c(=N/c3ccc(-c4ccccc4)cc3)ccn(CCCN3CCCCC3)c2c1,IC50,'=',195.0,nM,6.71,,,UO_0000065,0,CHEMBL2433603,organism-based format,,CHEMBL2429868,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum 3D7 transfected with yeast GFP-tagged DHODH assessed as parasite growth inhibition,,,,3D7,3D7,,3D7,6.71
CHEMBL4290170,,,479.44,1.0,5.65,Chlorotonil A,CC1=C[C@@H](C)[C@H]2[C@@H]3C(=O)C(Cl)(Cl)C(=O)[C@H](C)C(=O)O[C@@H](C)/C=C/C=C\[C@@H](C)[C@@H]3C=C[C@@H]2C1,IC50,'=',41.0,nM,7.39,,,UO_0000065,0,CHEMBL4268540,organism-based format,,CHEMBL4265952,1,Scientific Literature,Eur J Med Chem,,Gametocytocidal activity against synchronized Plasmodium falciparum NF54 mature stage 5 gametocytes after 48 hrs by ATP bioluminescence assay,,,,NF54,NF54,,NF54,7.39
CHEMBL2028064,,,465.47,0.0,4.32,403679,Cc1cccc(-n2ncc3c(O)nc(-n4nc(C)cc4NC(=O)c4cc5ccccc5o4)nc32)c1,IC50,'=',993.8,nM,6.0,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.0
CHEMBL532079,,,261.41,0.0,4.11,665785,CC(C)(C)c1ccc(O)c(CNC2CCCCC2)c1,IC50,'=',180.6,nM,6.74,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.74
CHEMBL535079,,,426.54,0.0,4.88,665831,CCOC(=O)c1c(NC(=O)c2ccccc2)sc2c(O)c(CN(CC)CC)ccc12,IC50,'=',127.2,nM,6.9,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.9
CHEMBL2028067,,,493.57,1.0,5.11,667490,COc1ccc(C2c3ccc4ccccc4c3Oc3ncn(CCCn4ccnc4)c(=N)c32)cc1OC,IC50,'=',1227.0,nM,5.91,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,5.91
CHEMBL1437888,,,440.55,0.0,4.76,667491,COc1ccc(C2c3ccc4ccccc4c3Oc3ncn(CCCN(C)C)c(=N)c32)cc1,IC50,'=',443.2,nM,6.35,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.35
CHEMBL582486,,,357.81,0.0,2.13,665917,O=C(Nc1ccc(Cl)cc1)N1CCN(c2ccc3nncn3n2)CC1,IC50,'=',1039.0,nM,5.98,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,5.98
CHEMBL529640,,,338.28,0.0,4.62,665928,CCC(C)NCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,IC50,'=',550.6,nM,6.26,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.26
CHEMBL579760,,,265.4,0.0,2.82,666020,Cc1ccc(OCCCCCCNCCO)c(C)c1,IC50,'=',2479.0,nM,5.61,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,5.61
CHEMBL533921,,,438.9,0.0,4.04,666072,COCCNC(=O)c1ccc(OC2CCN(Cc3ccc(F)c(F)c3)CC2)c(Cl)c1,IC50,'=',754.3,nM,6.12,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.12
CHEMBL588516,,,441.86,0.0,4.82,666103,CCn1c(SCC(=O)Nc2cc(C(F)(F)F)ccc2Cl)nc2ccccc2c1=O,IC50,'=',902.8,nM,6.04,,,UO_0000065,0,CHEMBL3392923,organism-based format,,CHEMBL3392922,17,Medicines for Malaria Venture () Malaria Box,,,"MMV: IC50 determined against P. falciparum Dd2-luc strain using a Malaria Sybr Green I Fluorescence assay. Starting conditions were 1% trophozoite synchronised parasites at 2% haematocrit. Fluorescence detection completed after 48hr incubation at 37 degrees C under 1% O2, 3% CO2 and balance N2.",,,,Dd2-luc,Dd2,,Dd2,6.04
CHEMBL4224721,,,379.44,0.0,4.22,C-4,CCN(CC)c1ccc2cc(C3=NNC(c4ccc(F)cc4)C3)c(=O)oc2c1,IC50,'=',34200.0,nM,4.47,,,UO_0000065,0,CHEMBL4223065,cell-based format,,CHEMBL4219189,1,Scientific Literature,Bioorg Med Chem Lett,,Inhibition of chloroquine sensitive Plasmodium falciparum MRC-02 schizont stage infected in human erythrocytes assessed as reduction in bacterial growth after 24 hrs by Giemsa staining based assay,,,,MRC-02,MRC-02,,MRC-2,4.47
CHEMBL4227918,,,510.55,2.0,5.54,C-15,CCN(CC)c1ccc2cc(C3=NN(C(=O)c4ccccc4)C(c4ccc([N+](=O)[O-])cc4)C3)c(=O)oc2c1,IC50,'=',3300.0,nM,5.48,,,UO_0000065,0,CHEMBL4223065,cell-based format,,CHEMBL4219189,1,Scientific Literature,Bioorg Med Chem Lett,,Inhibition of chloroquine sensitive Plasmodium falciparum MRC-02 schizont stage infected in human erythrocytes assessed as reduction in bacterial growth after 24 hrs by Giemsa staining based assay,,,,MRC-02,MRC-02,,MRC-2,5.48
CHEMBL1673241,,,260.16,0.0,3.94,2,CC1CCCN(c2cc(Cl)cc(Cl)c2O)C1,IC50,'=',110.0,nM,6.96,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,6.96
CHEMBL1671882,,,231.34,0.0,3.55,8,Oc1ccccc1N1CCCC2CCCCC21,IC50,'=',410.0,nM,6.39,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,6.39
CHEMBL585052,,,342.91,0.0,4.89,24,CCCN1CCC(NC(c2ccccc2)c2ccc(Cl)cc2)CC1,IC50,'=',1100.0,nM,5.96,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,5.96
CHEMBL1673261,,,314.86,0.0,4.09,25,Clc1cccc(CNC2CCN(Cc3ccccc3)CC2)c1,IC50,'=',1100.0,nM,5.96,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,5.96
CHEMBL585145,,,368.82,0.0,3.55,32,CC(=O)N(C1=C(N(C)C)C(=O)c2ccccc2C1=O)c1ccc(Cl)cc1,IC50,'=',14.0,nM,7.85,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,7.85
CHEMBL599937,,,370.36,0.0,3.17,33,CC(=O)N(C1=C(N(C)C)C(=O)c2ccccc2C1=O)c1ccc(F)c(F)c1,IC50,'=',25.0,nM,7.6,,,UO_0000065,0,CHEMBL1678152,organism-based format,,CHEMBL1671701,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum 3D7 infected in RBCs by firefly luciferase reporter gene assay,,,,3D7,3D7,,3D7,7.6
CHEMBL601325,,,332.51,0.0,4.23,665980,OC1CCCCC1C1(NC(=S)Nc2ccccc2)CCCCC1,IC50,'=',614.1,nM,6.21,,,UO_0000065,0,CHEMBL3301457,organism-based format,,CHEMBL3301451,17,Medicines for Malaria Venture () Malaria Box,,,MMV: P. falciparum NF54 functionally mature Stage V gametocytes were incubated for 24 hr in the presence of the test compounds. Gamete formation was then triggered by addition of 2uM xantheurenic acid and temperature decrease to ~20C. Female gamete formation was recorded 24 hr later by automated microscopy detection of surface labelling of female gametes with a Cy3-conjugated antibody reactive to Pfs25. All compounds were tested in 4 independent experiments and data presented here is the mean. IC50s determined for selected compounds.,,,,NF54,NF54,,NF54,6.21
