Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Unnamed: 26,Unnamed: 27,Unnamed: 28,Strains,pIC50,Flag Resistance,Flag Groups,Representative_pIC50,active_6,elite_75
CHEMBL307261,,,284.35,0.0,2.19,DHA,C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',4.1,nM,8.39,,,UO_0000065,0,CHEMBL1772877,organism-based format,,CHEMBL1770072,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10,,,,D10,8.39,chloroquine sensitive,CQS,8.573529,True,True
CHEMBL468455,,,340.51,0.0,4.98,5,C[C@@H]1C[C@@H]2C[C@H](C)[C@H]3CC[C@](C)(C#N)[C@H]4CC[C@@H]([C@@H]2[C@H]34)[C@]1(C)N=C=O,IC50,'=',7.3,nM,8.14,,,UO_0000065,0,CHEMBL4004689,assay format,,CHEMBL4002646,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human RBC after 72 hrs,,,,W2,8.14,chloroquine resistant,CQR,8.14,True,True
CHEMBL5276941,,,453.93,0.0,3.54,25a.SA,Clc1ccc2c(N3CC(CN4CCCC4)N=N3)ccnc2c1.O=C(O)c1ccccc1O,IC50,'=',206.0,nM,6.69,,,UO_0000065,0,CHEMBL5232536,organism-based format,,CHEMBL5230155,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against CQ-sensitive Plasmodium falciparum NF54,,,,NF54,6.69,cq sensitive,CQS,6.69,True,False
CHEMBL469912,PUROMYCIN,2.0,471.52,1.0,-0.79,Puromycin,COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1,IC50,'=',60.0,nM,7.22,,,UO_0000065,0,CHEMBL3817352,organism-based format,,CHEMBL3813603,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against Plasmodium falciparum 3D7 incubated for 72 hours by DAPI-staining based confocal imaging analysis,,,,3D7,7.22,,,7.207778,True,False
CHEMBL338227,,,665.75,1.0,3.46,13,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc5ccccc5cn4)cn3C)cn2C)cc1C(=O)NCCCN1CCOCC1,IC50,'=',5990.0,nM,5.22,,,UO_0000065,0,CHEMBL3817354,organism-based format,,CHEMBL3813603,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against Plasmodium falciparum Dd2 incubated for 72 hours by DAPI-staining based confocal imaging analysis,,,,Dd2,5.22,,,5.22,False,False
CHEMBL4589334,,,392.33,0.0,3.68,(+/-)-28,CN(C)c1ccc(CNC(=O)[C@@H]2CNC[C@H]2c2ccc(Cl)c(Cl)c2)cc1,IC50,'=',130.0,nM,6.89,,,UO_0000065,0,CHEMBL4392025,organism-based format,,CHEMBL4390670,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 measured after 72 hrs by SYBR Green 1 dye based fluorescence assay,,,,3D7,6.89,chloroquine sensitive,CQS,6.89,True,False
CHEMBL4529523,,,419.49,0.0,3.86,(+/-)-33,CN(C)c1ccc(CNC(=O)[C@@H]2CNC[C@H]2CCc2ccc(C(F)(F)F)cc2)cc1,IC50,'=',4400.0,nM,5.36,,,UO_0000065,0,CHEMBL4392025,organism-based format,,CHEMBL4390670,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 measured after 72 hrs by SYBR Green 1 dye based fluorescence assay,,,,3D7,5.36,chloroquine sensitive,CQS,5.36,False,False
CHEMBL4534910,,,393.41,0.0,2.18,"(3R,4S)-56",CN(C)c1ccc(CNC(=O)[C@H]2CNC[C@@H]2c2ccc(C(F)(F)F)nc2)cn1,IC50,'=',1000.0,nM,6.0,,,UO_0000065,0,CHEMBL4392025,organism-based format,,CHEMBL4390670,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 measured after 72 hrs by SYBR Green 1 dye based fluorescence assay,,,,3D7,6.0,chloroquine sensitive,CQS,6.0,True,False
CHEMBL5410103,,,507.59,2.0,5.07,34,CON(C)C(=O)CC1c2c(c3ccccc3n2C(=O)OC(C)(C)C)CCN1C(=O)OCc1ccccc1,IC50,'=',13800.0,nM,4.86,,,UO_0000065,0,CHEMBL5361874,organism-based format,,CHEMBL5360542,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1,,,,K1,4.86,chloroquine resistant,CQR,4.86,False,False
CHEMBL5433592,,,405.89,0.0,4.89,71e,Cc1nccc2c1[nH]c1cc(OCCNC(=O)/C=C/c3ccc(Cl)cc3)ccc12,IC50,'=',320.0,nM,6.5,,,UO_0000065,0,CHEMBL5361890,organism-based format,Erythrocyte,CHEMBL5360542,1,Scientific Literature,Eur J Med Chem,CHEMBL3833281,Antiplasmodial activity against chloroquine-sensitive erythrocyte stage Plasmodium falciparum 3D7 assessed as inhibition of parasite growth incubated for 3 days by ELISA,,,,3D7,6.49,chloroquine sensitive,CQS,6.49,True,False
CHEMBL5419401,,,385.47,0.0,4.62,71h,C/C(=C\c1ccccc1)C(=O)NCCOc1ccc2c(c1)[nH]c1c(C)nccc12,IC50,'=',19530.0,nM,4.71,,,UO_0000065,0,CHEMBL5361891,organism-based format,Erythrocyte,CHEMBL5360542,1,Scientific Literature,Eur J Med Chem,CHEMBL3833281,Antiplasmodial activity against chloroquine-resistant erythrocyte stage Plasmodium falciparum Dd2 assessed as inhibition of parasite growth incubated for 3 days by ELISA,,,,Dd2,4.71,chloroquine resistant,CQR,4.71,False,False
CHEMBL3637873,,,369.35,0.0,4.65,32967,FC(F)(F)c1cccc(-c2nc3c(NCc4ccncc4)nccc3[nH]2)c1,IC50,'=',780.0,nM,6.11,,,UO_0000065,0,CHEMBL3832779,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum Dd2 IC50 (uM),,,,Dd2,6.11,,,6.11,True,False
CHEMBL529068,,,358.83,0.0,2.71,30734,CC(C)(CN)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccnc(N)n2)[nH]1,IC50,'=',190.0,nM,6.72,,,UO_0000065,0,CHEMBL3832779,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum Dd2 IC50 (uM),,,,Dd2,6.72,,,6.72,True,False
CHEMBL531591,,,424.57,0.0,3.14,24195,CN(C)CCNC(=O)N1CCCN(c2ncnc3cc(-c4ccccc4)sc23)CC1,IC50,'=',3850.0,nM,5.42,,,UO_0000065,0,CHEMBL3832780,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum W2 IC50 (uM),,,,W2,5.41,,,5.41,False,False
CHEMBL532369,,,332.37,0.0,2.46,28694,OCCc1ccc(Nc2nccc(-c3nnc4ccccn34)n2)cc1,IC50,'=',690.0,nM,6.16,,,UO_0000065,0,CHEMBL3832780,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum W2 IC50 (uM),,,,W2,6.16,,,6.16,True,False
CHEMBL586872,,,328.38,0.0,3.9,24443,CN(C(=O)c1cc2c(-c3cncnc3)cccc2[nH]1)c1ccccc1,IC50,'=',790.0,nM,6.1,,,UO_0000065,0,CHEMBL3832780,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum W2 IC50 (uM),,,,W2,6.1,,,6.1,True,False
CHEMBL524204,,,397.48,0.0,2.01,26356,CCn1ncc2c(NC3CCOCC3)c(CNC(=O)c3ccnn3C)c(C)nc21,IC50,'=',600.0,nM,6.22,,,UO_0000065,0,CHEMBL3832780,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum W2 IC50 (uM),,,,W2,6.22,,,6.22,True,False
CHEMBL587161,,,370.8,0.0,3.65,676380,CC(=O)Nc1ccc(NC(=O)c2cc(-c3cc(Cl)ccc3O)n[nH]2)cc1,IC50,'=',510.0,nM,6.29,,,UO_0000065,0,CHEMBL3832780,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum W2 IC50 (uM),,,,W2,6.29,,,6.29,True,False
CHEMBL535286,,,323.78,0.0,4.05,19807,Cc1ccc2cc(C3NC(=O)c4ccccc4N3)c(Cl)nc2c1,IC50,'=',990.0,nM,6.0,,,UO_0000065,0,CHEMBL3832780,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum W2 IC50 (uM),,,,W2,6.0,,,6.0,True,False
CHEMBL535002,,,379.38,0.0,3.89,20165,CC(C)NCC(=O)Nc1cccc(C(=O)Nc2cccc(C(F)(F)F)c2)c1,IC50,'=',2250.0,nM,5.65,,,UO_0000065,0,CHEMBL3832780,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum W2 IC50 (uM),,,,W2,5.65,,,5.65,False,False
CHEMBL581128,,,364.45,0.0,3.83,20517,COc1ccccc1CNC(=O)c1cc(C2CC2)nc2c1cnn2C(C)C,IC50,'=',2030.0,nM,5.69,,,UO_0000065,0,CHEMBL3832780,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum W2 IC50 (uM),,,,W2,5.69,,,5.69,False,False
CHEMBL536144,,,410.46,0.0,2.06,10545,COc1ccc(-c2cnc3ccc(NCc4ccc(S(N)(=O)=O)cc4)nn23)cn1,IC50,'=',710.0,nM,6.15,,,UO_0000065,0,CHEMBL3832780,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum W2 IC50 (uM),,,,W2,6.15,,,6.15,True,False
CHEMBL580816,,,365.91,0.0,3.24,20388,CC1CCCN(C(=O)C(C)Nc2cc(Cl)ccc2N2CCOCC2)C1,IC50,'=',880.0,nM,6.06,,,UO_0000065,0,CHEMBL3832780,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum W2 IC50 (uM),,,,W2,6.06,,,6.06,True,False
CHEMBL5312669,,,375.48,0.0,3.87,1798735,c1ccc(CNc2ccc(-c3noc(C45CCCN(CCC4)C5)n3)cn2)cc1,IC50,'=',1990.0,nM,5.7,,,UO_0000065,0,CHEMBL4888490,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in Dd2 pLDH assay, at 72h",,,,Dd2,5.7,,,5.7,False,False
CHEMBL5309833,,,329.83,0.0,4.47,1798621,CCc1oc2ccccc2c1CNC[C@H](O)c1ccc(Cl)cc1,IC50,'=',977.0,nM,6.01,,,UO_0000065,0,CHEMBL4888489,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 pLDH assay, at 72h",,,,NF54,6.01,,,6.136667,True,False
CHEMBL5169850,,,373.97,1.0,5.84,47; 7c,CCC1CCN(CC(CC(C)C)Nc2ccnc3cc(Cl)ccc23)CC1,IC50,'=',56.98,nM,7.24,,,UO_0000065,0,CHEMBL5104469,organism-based format,,CHEMBL5104092,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine sensitive Plasmodium falciparum 3D7 incubated for 72 hrs by malaria SYBR green I nucleic acid staining dye based fluorescence assay,,,,3D7,7.24,chloroquine sensitive,CQS,7.24,True,False
CHEMBL524204,,,397.48,0.0,2.01,26356,CCn1ncc2c(NC3CCOCC3)c(CNC(=O)c3ccnn3C)c(C)nc21,IC50,'=',280.0,nM,6.55,,,UO_0000065,0,CHEMBL3832778,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum 3D7 IC50 (uM),,,,3D7,6.55,,,6.55,True,False
CHEMBL1611210,,,408.51,0.0,4.85,26,CCn1c(SCc2nc(-c3cccs3)no2)nnc1-c1c[nH]c2ccccc12,IC50,'=',28500.0,nM,4.54,,,UO_0000065,0,CHEMBL1917971,organism-based format,,CHEMBL1914285,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human erythrocytes after 48 hrs by FACS analysis,,,,W2,4.55,chloroquine resistant,CQR,4.55,False,False
CHEMBL546400,,,354.54,0.0,4.13,20120,CC1CC1C(=O)NC1CCN(CC2(c3ccccc3)CCCCC2)CC1,IC50,'=',920.0,nM,6.04,,,UO_0000065,0,CHEMBL3832779,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum Dd2 IC50 (uM),,,,Dd2,6.04,,,6.04,True,False
CHEMBL3637842,,,400.19,0.0,4.53,32995,O=C1COCc2ccc(Br)cc2N1Cc1ccc(C(F)(F)F)cc1,IC50,'=',960.0,nM,6.02,,,UO_0000065,0,CHEMBL3832778,organism-based format,,CHEMBL3832761,34,Medicines for Malaria Venture () Pathogen Box,,,Antimalarial activity: Asexual Blood Stage Plasmodium falciparum 3D7 IC50 (uM),,,,3D7,6.02,,,6.02,True,False
CHEMBL4582800,,,391.31,0.0,2.93,27,CCC[n+]1c2c(n(CC(C)C)c1C)C(=O)c1ccccc1C2=O,IC50,'=',2.97,nM,8.53,,,UO_0000065,0,CHEMBL4338835,organism-based format,,CHEMBL4334542,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against asexual stage of Plasmodium falciparum NF54 assessed as reduction in parasite growth incubated for 96 hrs by SYBR Green I dye-based fluorescence assay,,,,NF54,8.53,,,8.53,True,True
CHEMBL4556018,,,405.34,0.0,3.17,31,Cc1n(CC(C)C)c2c([n+]1CC(C)C)C(=O)c1ccccc1C2=O,IC50,'=',9.19,nM,8.04,,,UO_0000065,0,CHEMBL4338835,organism-based format,,CHEMBL4334542,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against asexual stage of Plasmodium falciparum NF54 assessed as reduction in parasite growth incubated for 96 hrs by SYBR Green I dye-based fluorescence assay,,,,NF54,8.04,,,8.04,True,True
CHEMBL4438511,,,433.39,0.0,4.1,32,CCCCCC[n+]1c2c(n(CC(C)C)c1C)C(=O)c1ccccc1C2=O,IC50,'=',6.2,nM,8.21,,,UO_0000065,0,CHEMBL4338835,organism-based format,,CHEMBL4334542,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against asexual stage of Plasmodium falciparum NF54 assessed as reduction in parasite growth incubated for 96 hrs by SYBR Green I dye-based fluorescence assay,,,,NF54,8.21,,,8.21,True,True
CHEMBL4461205,,,405.34,0.0,3.32,30,CCCC[n+]1c2c(n(CC(C)C)c1C)C(=O)c1ccccc1C2=O,IC50,'=',9.85,nM,8.01,,,UO_0000065,0,CHEMBL4338836,organism-based format,,CHEMBL4334542,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against asexual stage of Plasmodium falciparum K1 assessed as reduction in parasite growth incubated for 96 hrs by SYBR Green I dye-based fluorescence assay,,,,K1,8.01,,,8.01,True,True
CHEMBL4521899,,,494.78,1.0,5.9,3g,O=C1c2cccc3c(Br)ccc(c23)C(=O)N1CCCNc1ccnc2cc(Cl)ccc12,IC50,'=',59.7,nM,7.22,,,UO_0000065,0,CHEMBL4338971,organism-based format,,CHEMBL4334549,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against D-sorbitol synchronized ring stage of chloroquine-resistant Plasmodium falciparum W2 assessed as parasite growth inhibition measured after 48 hrs by YOYO-1 dye based FACSort flow cytometry analysis,,,,W2,7.22,d sorbitol synchronized ring stage of chloroquine resistant,CQR,7.22,True,False
CHEMBL1233097,,,346.39,0.0,4.41,61,N=C(N)c1ccc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1,IC50,'=',86.4,nM,7.06,,,UO_0000065,0,CHEMBL4357652,organism-based format,,CHEMBL4354841,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum W2,,,,W2,7.06,,,7.06,True,False
CHEMBL451713,NYASOL,,252.31,0.0,4.08,"2, (+)-nyasol",C=C[C@H](/C=C\c1ccc(O)cc1)c1ccc(O)cc1,IC50,'=',49000.0,nM,4.31,,,UO_0000065,0,CHEMBL958533,organism-based format,,CHEMBL1158859,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum Dd2 after 24 hrs by [3H]hypoxanthine uptake,,,,Dd2,4.31,chloroquine resistant,CQR,4.31,False,False
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',9.0,nM,8.05,,,UO_0000065,0,CHEMBL958529,organism-based format,,CHEMBL1158859,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum K39 after 48 hrs by [3H]hypoxanthine uptake,,,,K39,8.05,chloroquine sensitive,CQS,8.05,True,True
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,CQ,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',163.0,nM,6.79,,,UO_0000065,0,CHEMBL4606261,organism-based format,,CHEMBL4602727,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug resistant Plasmodium falciparum Dd2 infected in human erythrocytes measured after after 72 hrs by SYBR green dye based fluorescence assay,,,,Dd2,6.79,multidrug resistant,MDR,6.788849,True,False
CHEMBL216477,PLAKORTIN,,312.45,0.0,4.44,"1, Plakortin",CC/C=C/[C@H](CC)C[C@@]1(C)C[C@@H](CC)[C@@H](CC(=O)OC)OO1,IC50,'=',870.0,nM,6.06,,,UO_0000065,0,CHEMBL856727,organism-based format,,CHEMBL1137345,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum D10 by pLDH assay,,,,D10,6.06,chloroquine sensitive,CQS,6.056,True,False
CHEMBL131921,BIOCHANIN,,284.27,0.0,2.88,28,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,IC50,'=',34300.0,nM,4.46,,,UO_0000065,0,CHEMBL859172,organism-based format,,CHEMBL1148505,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum NF54,,,,NF54,4.46,chloroquine sensitive,CQS,4.46,False,False
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',50.0,nM,7.3,,,UO_0000065,0,CHEMBL856727,organism-based format,,CHEMBL1137345,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum D10 by pLDH assay,,,,D10,7.3,chloroquine sensitive,CQS,7.612754,True,False
CHEMBL485117,,,385.94,1.0,5.49,5g,CCCN(CCC)c1ccc2nc3ccc(N4CCCC4)cc3[o+]c2c1,IC50,'=',3.0,nM,8.52,,,UO_0000065,0,CHEMBL1001817,organism-based format,,CHEMBL1150378,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine and pyrimethamine-resistant Plasmodium falciparum K1,,,,K1,8.52,chloroquine and pyrimethamine resistant,"CQR, PYRR",8.52,True,True
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,CQ,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',2.0,nM,8.7,,,UO_0000065,0,CHEMBL1810090,organism-based format,,CHEMBL1806406,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10,,,,D10,8.7,chloroquine sensitive,CQS,7.612754,True,True
CHEMBL7568,QUINACRINE,2.0,399.97,1.0,5.97,Quinacrine,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,IC50,'=',18.0,nM,7.75,,,UO_0000065,0,CHEMBL4392004,organism-based format,,CHEMBL4390668,1,Scientific Literature,J Med Chem,,Antimalarial activity against drug-resistant Plasmodium falciparum Dd2 harboring V259L mutant infected in human erythrocytes after 72 hrs by SYBR green 1-based fluorescence assay,,,,Dd2,7.74,drug resistant,MDR,7.615,True,True
CHEMBL38827,LUMEFANTRINE,4.0,528.95,2.0,9.15,Lumefantrine,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,IC50,'=',3.6,nM,8.44,,,UO_0000065,0,CHEMBL4392006,organism-based format,,CHEMBL4390668,1,Scientific Literature,J Med Chem,,Antimalarial activity against drug-resistant Plasmodium falciparum Dd2 harboring M133I mutant infected in human erythrocytes after 72 hrs by SYBR green 1-based fluorescence assay,,,,Dd2,8.44,drug resistant,MDR,8.01,True,True
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,CQ,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',9.6,nM,8.02,,,UO_0000065,0,CHEMBL4392007,organism-based format,,CHEMBL4390668,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 infected in human erythrocytes after 72 hrs by SYBR green 1-based fluorescence assay,,,,3D7,8.02,,,7.8,True,True
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',443.57,nM,6.35,,,UO_0000065,0,CHEMBL2345244,organism-based format,,CHEMBL2331228,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1 after 72 hrs by SYBR Green I-based fluorescence assay,,,,K1,6.35,chloroquine resistant,CQR,6.636811,True,False
CHEMBL5076594,,,494.08,1.0,6.83,5,CCCCCCCc1cc(/C=C2\N=C(c3ccc(Cc4ccc(O)cc4)[nH]3)C=C2OC)[nH]c1C,IC50,'=',44.0,nM,7.36,,,UO_0000065,0,CHEMBL5032949,organism-based format,Erythrocyte,CHEMBL5032501,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against asexual blood stage of multidrug-resistant Plasmodium falciparum 7G8 infected in human erythrocytes assessed as reduction in parasite growth incubated for 72 hrs by SYBR green 1 staining based assay,,,,7G8,7.36,asexual blood stage of multidrug resistant,MDR,7.36,True,False
CHEMBL269671,,,282.34,0.0,2.39,ART,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,IC50,'=',6.4,nM,8.19,,,UO_0000065,0,CHEMBL3815294,organism-based format,,CHEMBL3813611,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine/pyrimethamine resistant Plasmodium falciparum K1 infected in human red blood cells after 48 hrs by [3H]hypoxanthine incorporation assay,,,,K1,8.19,chloroquine/pyrimethamine resistant,"CQR, PYRR",8.148276,True,True
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',46.0,nM,7.34,,,UO_0000065,0,CHEMBL4269444,organism-based format,,CHEMBL4266001,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum FCR-3 infected in human erythrocytes measured after 72 hrs by malstat reagent based LDH release assay,,,,FcR3,7.34,chloroquine sensitive,CQS,7.024,True,False
CHEMBL1950462,,,314.43,0.0,2.97,7,COc1ccc(CNCCCNCc2ccc(OC)cc2)cc1,IC50,'=',3180.0,nM,5.5,,,UO_0000065,0,CHEMBL4143593,organism-based format,,CHEMBL4138238,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum D6 after 48 hrs by LDH release assay,,,,D6,5.5,chloroquine sensitive,CQS,5.5,False,False
CHEMBL4243512,,,349.37,0.0,3.57,47,Cc1cc(F)cc(C)c1Nc1nc(N)nc(Nc2ccc(C#N)cc2)n1,IC50,'=',8300.0,nM,5.08,,,UO_0000065,0,CHEMBL4231837,organism-based format,,CHEMBL4229376,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum K1 infected in human erythrocytes after 72 hrs by Malstat reagent-based spectrophotometric analysis,,,,K1,5.08,chloroquine sensitive,CQS,5.08,False,False
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,CQ,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',6.9,nM,8.16,,,UO_0000065,0,CHEMBL4604822,organism-based format,,CHEMBL4602682,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against asexual erythrocytic stage of Plasmodium falciparum 3D7 assessed as reduction in parasite growth after 72 hrs by LDH assay,,,,3D7,8.16,,,7.8,True,True
CHEMBL4250118,,,355.83,0.0,4.57,29,Cc1cc(C)c(Oc2nc(N)nc(Nc3ccc(Cl)cc3)n2)c(C)c1,IC50,'=',26600.0,nM,4.58,,,UO_0000065,0,CHEMBL4231837,organism-based format,,CHEMBL4229376,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum K1 infected in human erythrocytes after 72 hrs by Malstat reagent-based spectrophotometric analysis,,,,K1,4.58,chloroquine sensitive,CQS,4.58,False,False
CHEMBL4238534,,,353.4,0.0,4.51,32,CNc1nc(Nc2ccc(F)cc2)nc(Oc2c(C)cc(C)cc2C)n1,IC50,'=',20200.0,nM,4.7,,,UO_0000065,0,CHEMBL4231837,organism-based format,,CHEMBL4229376,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum K1 infected in human erythrocytes after 72 hrs by Malstat reagent-based spectrophotometric analysis,,,,K1,4.69,chloroquine sensitive,CQS,4.69,False,False
CHEMBL4243968,,,306.37,0.0,4.33,51,Cc1cc(C)c(Oc2ncnc(Nc3ccccc3)n2)c(C)c1,IC50,'=',31500.0,nM,4.5,,,UO_0000065,0,CHEMBL4231837,organism-based format,,CHEMBL4229376,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum K1 infected in human erythrocytes after 72 hrs by Malstat reagent-based spectrophotometric analysis,,,,K1,4.5,chloroquine sensitive,CQS,4.5,False,False
