Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Strains,pIC50,potency_label,Representative_pIC50,Flag resistance,Flag Groups,potency_bin,mol_freq,strain_freq,scaffold,umap_cluster
CHEMBL29292,UBENIMEX,2.0,308.38,0.0,0.53,1,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,IC50,'=',3200.0,nM,5.5,,,UO_0000065,0,CHEMBL1693341,organism-based format,,CHEMBL1687941,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 infected-erythrocytes after 72 hrs by SYBR green fluorescence method,3D7,5.49,inactive,5.395,,,5-6,7,7375,c1ccccc1,263
CHEMBL269671,,,282.34,0.0,2.39,Artemisinin,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,IC50,'=',20.6,nM,7.69,,,UO_0000065,0,CHEMBL1676424,organism-based format,,CHEMBL1671705,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum 7G8 clone 1 assessed as inhibition of [3H]hypoxanthine incorporation,7G8,7.69,high_potency,7.8675,,,≥7,437,892,O=C1CC2CCCC3CCC4OOC32C(O1)O4,5
CHEMBL361497,ARTESUNATE,4.0,384.43,0.0,2.6,AS,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',21.3,nM,7.67,,,UO_0000065,0,CHEMBL1676430,organism-based format,,CHEMBL1671705,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum 7G8 clone M4 assessed as inhibition of [3H]hypoxanthine incorporation,7G8,7.67,high_potency,7.921667,,,≥7,176,892,C1CC2CCOC3OC4CCC(C1)C23OO4,3
CHEMBL1330352,,,353.46,0.0,4.54,1,CCOc1ccc(OCc2ccc(C(=O)N3CCCC(C)C3)cc2)cc1,IC50,'=',22300.0,nM,4.65,,,UO_0000065,0,CHEMBL3637327,organism-based format,,CHEMBL3632462,1,Scientific Literature,Medchemcomm,,Antiparasitic activity against erythrocytic stage of Plasmodium falciparum NF54 assessed as growth inhibition after 48 hrs by [3H]-hypoxanthine incorporation assay,NF54,4.65,inactive,4.65,,,≤5,1,4725,O=C(c1ccc(COc2ccccc2)cc1)N1CCCCC1,479
CHEMBL307261,,,284.35,0.0,2.19,DHA,C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',2.76,nM,8.56,,,UO_0000065,0,CHEMBL1676425,organism-based format,,CHEMBL1671705,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum 7G8 clone 2 assessed as inhibition of [3H]hypoxanthine incorporation,7G8,8.56,high_potency,8.786923,,,≥7,229,892,C1CC2CCOC3OC4CCC(C1)C23OO4,0
CHEMBL361497,ARTESUNATE,4.0,384.43,0.0,2.6,AS,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',26.5,nM,7.58,,,UO_0000065,0,CHEMBL1676435,organism-based format,,CHEMBL1671705,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum D10 clone M1 assessed as inhibition of [3H]hypoxanthine incorporation,D10,7.58,high_potency,7.672,,,≥7,176,1503,C1CC2CCOC3OC4CCC(C1)C23OO4,3
CHEMBL4953893,,,351.43,0.0,4.91,1653006,CCC1=Nc2ccccc2N=C(NC(=O)C(C)C)[C@H]1c1ccc(F)cc1,IC50,'=',7240.0,nM,5.14,,,UO_0000065,0,CHEMBL4888489,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 pLDH assay, at 72h",NF54,5.14,inactive,5.39,,,5-6,4,4725,C1=Nc2ccccc2N=CC1c1ccccc1,401
CHEMBL4907878,,,477.55,0.0,3.3,1657737,COc1ccc(Nc2nnc(-c3ccc(NC(=O)C(=O)NCCCn4ccnc4)cc3)s2)cc1,IC50,'=',6170.0,nM,5.21,,,UO_0000065,0,CHEMBL4888489,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 pLDH assay, at 72h",NF54,5.21,inactive,5.556667,,,5-6,4,4725,O=C(NCCCn1ccnc1)C(=O)Nc1ccc(-c2nnc(Nc3ccccc3)s2)cc1,401
CHEMBL4920334,,,381.41,0.0,3.35,1657771,CC(C)c1cc(=O)[nH]c(-n2nc(C3CC3)cc2NC(=O)c2ccc(F)cc2)n1,IC50,'=',6460.0,nM,5.19,,,UO_0000065,0,CHEMBL4888489,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 pLDH assay, at 72h",NF54,5.19,inactive,5.67,,,5-6,3,4725,O=C(Nc1cc(C2CC2)nn1-c1nccc(=O)[nH]1)c1ccccc1,219
CHEMBL4924092,,,350.51,0.0,3.55,1669174,Cc1cnccc1NCCNC1CCN(c2ccc3c(c2)CCC3)CC1,IC50,'=',1020.0,nM,5.99,,,UO_0000065,0,CHEMBL4888489,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 pLDH assay, at 72h",NF54,5.99,inactive,5.493333,,,5-6,5,4725,c1cc(NCCNC2CCN(c3ccc4c(c3)CCC4)CC2)ccn1,254
CHEMBL269671,,,282.34,0.0,2.39,ART,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,IC50,'=',12.0,nM,7.92,,,UO_0000065,0,CHEMBL3738128,organism-based format,,CHEMBL3734670,1,Scientific Literature,Medchemcomm,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human A positive erythrocyte assessed as inhibition of parasite growth after 72 hrs by parasite lactate dehydrogenase assay,W2,7.92,high_potency,7.878315,chloroquine resistant,CQR,≥7,437,5923,O=C1CC2CCCC3CCC4OOC32C(O1)O4,5
CHEMBL170,QUININE,4.0,324.42,0.0,3.17,3,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',504.0,nM,6.3,,,UO_0000065,0,CHEMBL5345212,organism-based format,,CHEMBL5344418,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 assessed as parasitic growth inhibition incubated for 72 hrs by SYBR Green staining based fluorescence analysis,W2,6.3,active,6.612857,chloroquine resistant,CQR,6-7,271,5923,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,16
CHEMBL567979,,,296.33,0.0,2.59,6,COc1ccc2c(c1)C(=O)C(c1ccc(N(C)C)cc1)=[N+]2[O-],IC50,'=',1.7,nM,8.77,,,UO_0000065,0,CHEMBL3223045,organism-based format,,CHEMBL3217635,1,Scientific Literature,Medchemcomm,,Antiplasmodial activity against Plasmodium falciparum 3D7,3D7,8.77,high_potency,8.77,,,≥7,6,7375,O=C1C(c2ccccc2)=[NH+]c2ccccc21,470
CHEMBL4641165,,,439.22,1.0,6.63,75,O=c1c2cc(Nc3ccc(OC(F)(F)F)cc3)ccc2[nH]c2cc(Cl)cc(Cl)c12,IC50,'=',1402.0,nM,5.85,,,UO_0000065,0,CHEMBL4606261,organism-based format,,CHEMBL4602727,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug resistant Plasmodium falciparum Dd2 infected in human erythrocytes measured after after 72 hrs by SYBR green dye based fluorescence assay,Dd2,5.85,inactive,5.85,multidrug resistant,MDR,5-6,4,3864,O=c1c2ccccc2[nH]c2ccc(Nc3ccccc3)cc12,-1
CHEMBL4639323,,,307.3,0.0,4.63,55,O=c1c2ccc(-c3ccccc3)cc2[nH]c2cc(F)cc(F)c12,IC50,'=',17.0,nM,7.77,,,UO_0000065,0,CHEMBL4606262,organism-based format,,CHEMBL4602727,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug resistant Plasmodium falciparum 7G8 infected in human erythrocytes measured after after 72 hrs by SYBR green dye based fluorescence assay,7G8,7.77,high_potency,7.77,multidrug resistant,MDR,≥7,4,892,O=c1c2ccccc2[nH]c2cc(-c3ccccc3)ccc12,240
CHEMBL4649716,,,353.78,1.0,5.15,56,COc1cc(F)c2c(=O)c3ccc(-c4ccc(Cl)cc4)cc3[nH]c2c1,IC50,'=',3.2,nM,8.49,,,UO_0000065,0,CHEMBL4606262,organism-based format,,CHEMBL4602727,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug resistant Plasmodium falciparum 7G8 infected in human erythrocytes measured after after 72 hrs by SYBR green dye based fluorescence assay,7G8,8.49,high_potency,8.49,multidrug resistant,MDR,≥7,4,892,O=c1c2ccccc2[nH]c2cc(-c3ccccc3)ccc12,201
CHEMBL4640747,,,406.31,1.0,5.6,73,O=c1c2cc(Nc3cccc(OC(F)(F)F)c3)ccc2[nH]c2cc(F)cc(F)c12,IC50,'=',32.0,nM,7.5,,,UO_0000065,0,CHEMBL4606262,organism-based format,,CHEMBL4602727,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug resistant Plasmodium falciparum 7G8 infected in human erythrocytes measured after after 72 hrs by SYBR green dye based fluorescence assay,7G8,7.49,active,7.49,multidrug resistant,MDR,≥7,4,892,O=c1c2ccccc2[nH]c2ccc(Nc3ccccc3)cc12,71
CHEMBL4645747,,,337.32,0.0,4.54,86,O=c1c2ccc(OCc3ccccc3)cc2[nH]c2cc(F)cc(F)c12,IC50,'=',0.54,nM,9.27,,,UO_0000065,0,CHEMBL4606262,organism-based format,,CHEMBL4602727,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug resistant Plasmodium falciparum 7G8 infected in human erythrocytes measured after after 72 hrs by SYBR green dye based fluorescence assay,7G8,9.27,high_potency,9.27,multidrug resistant,MDR,≥7,4,892,O=c1c2ccccc2[nH]c2cc(OCc3ccccc3)ccc12,136
CHEMBL5271363,,,508.02,1.0,3.49,19s,O=C1c2ccc(N3CCN(CCO)CC3)cc2C(=O)N1CCCCNc1ccnc2cc(Cl)ccc12,IC50,'=',14.0,nM,7.85,,,UO_0000065,0,CHEMBL5345201,organism-based format,,CHEMBL5344418,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 assessed as growth inhibition incubated for 48 hrs by flow cytometry based analysis,W2,7.85,high_potency,7.973333,chloroquine resistant,CQR,≥7,3,5923,O=C1c2ccc(N3CCNCC3)cc2C(=O)N1CCCCNc1ccnc2ccccc12,424
CHEMBL5401056,,,533.46,2.0,6.4,69,CC1(C)c2ccccc2-c2cc(Cl)c(NC(=O)C(=O)NCCCNc3ccnc4cc(Cl)ccc34)cc21,IC50,'=',326.0,nM,6.49,,,UO_0000065,0,CHEMBL5345223,organism-based format,,CHEMBL5344418,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against Plasmodium falciparum NF54,NF54,6.49,active,6.49,,,6-7,1,4725,O=C(NCCCNc1ccnc2ccccc12)C(=O)Nc1ccc2c(c1)Cc1ccccc1-2,-1
CHEMBL4208533,,,504.07,2.0,8.28,84,CC(CCCNCc1ccc(-c2csc3ccc(F)cc23)cc1)Nc1ccnc2cc(Cl)ccc12,IC50,'=',186.79,nM,6.73,,,UO_0000065,0,CHEMBL5345225,organism-based format,,CHEMBL5344418,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum Dd2 assessed as reduction in parasitic growth,Dd2,6.73,active,6.73,,,6-7,2,3864,c1ccc2c(NCCCCNCc3ccc(-c4csc5ccccc45)cc3)ccnc2c1,-1
CHEMBL5399583,,,301.82,0.0,3.65,108,CCN(CC)CC#CCNc1ccnc2cc(Cl)ccc12,IC50,'=',50.0,nM,7.3,,,UO_0000065,0,CHEMBL5345227,organism-based format,,CHEMBL5344418,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against multi-drug resistant Plasmodium falciparum K1 assessed as reduction in parasite growth incubated for 48 hrs by SYBR green assay,K1,7.3,active,7.3,multi drug resistant,MDR,≥7,2,5948,c1ccc2ncccc2c1,428
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',462.02,nM,6.33,,,UO_0000065,0,CHEMBL4836656,organism-based format,,CHEMBL4834468,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 incubated for 72 hrs by spectrophotometry based parasite lactate dehydrogenase assay,W2,6.34,active,6.729918,chloroquine resistant,CQR,6-7,1556,5923,c1ccc2ncccc2c1,35
CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',194.0,nM,6.71,,,UO_0000065,0,CHEMBL3631211,organism-based format,,CHEMBL3627607,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against drug sensitive Plasmodium falciparum NF54 infected in human erythrocytes after 48 hrs by [3H]-hypoxanthine incorporation assay,NF54,6.71,active,7.874522,drug sensitive,MDS,6-7,1556,4725,c1ccc2ncccc2c1,35
CHEMBL3314965,,,288.35,0.0,4.31,31,Cc1ccccc1C(=O)Nc1cc(-c2ccccc2)ccn1,IC50,'=',91000.0,nM,4.04,,,UO_0000065,0,CHEMBL3371080,organism-based format,,CHEMBL3352586,1,Scientific Literature,J Med Chem,,Antimicrobial activity against erythrocytic stage of Plasmodium falciparum NF54 infected in human washed RBC assessed as [3H]-hypoxanthine incorporation incubated for 48 hrs prior to [3H]-hypoxanthine addition measured after 24 hrs by liquid scintillation counting analysis,NF54,4.04,inactive,4.04,,,≤5,1,4725,O=C(Nc1cc(-c2ccccc2)ccn1)c1ccccc1,-1
CHEMBL3321970,,,373.26,0.0,2.87,10,Brc1ccc(Nc2nc3ccc(N4CCNCC4)cc3[nH]2)nc1,IC50,'=',39.0,nM,7.41,,,UO_0000065,0,CHEMBL3371904,organism-based format,,CHEMBL3351865,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum NF54 by SYBR-green based assay,NF54,7.41,active,7.41,,,≥7,2,4725,c1ccc(Nc2nc3ccc(N4CCNCC4)cc3[nH]2)nc1,104
CHEMBL3321871,,,387.29,0.0,3.22,2,CN1CCN(c2ccc3nc(Nc4ccc(Br)cn4)[nH]c3c2)CC1,IC50,'=',80.0,nM,7.1,,,UO_0000065,0,CHEMBL3371905,organism-based format,,CHEMBL3351865,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum K1 by SYBR-green based assay,K1,7.1,active,7.1,,,≥7,6,5948,c1ccc(Nc2nc3ccc(N4CCNCC4)cc3[nH]2)nc1,104
CHEMBL3321972,,,375.4,0.0,4.53,12,CN1CCC(c2ccc3nc(Nc4ccc(C(F)(F)F)cn4)[nH]c3c2)CC1,IC50,'=',59.0,nM,7.23,,,UO_0000065,0,CHEMBL3371905,organism-based format,,CHEMBL3351865,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum K1 by SYBR-green based assay,K1,7.23,active,7.23,,,≥7,2,5948,c1ccc(Nc2nc3ccc(C4CCNCC4)cc3[nH]2)nc1,104
CHEMBL470025,,,475.15,0.0,4.65,29,Cc1cc(Br)c(Nc2nc(N)nc(Nc3ccc(C#N)cc3)n2)c(Br)c1,IC50,'=',17690.0,nM,4.75,,,UO_0000065,0,CHEMBL3382915,organism-based format,,CHEMBL3352040,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human O positive erythrocyte assessed as reduction in parasitemia after 72 hrs,K1,4.75,inactive,4.75,chloroquine resistant,CQR,≤5,2,5948,c1ccc(Nc2ncnc(Nc3ccccc3)n2)cc1,173
CHEMBL3338024,,,450.14,0.0,4.77,34,Cc1cc(Br)c(Nc2nc(N)nc(Nc3ccccc3)n2)c(Br)c1,IC50,'=',28620.0,nM,4.54,,,UO_0000065,0,CHEMBL3382915,organism-based format,,CHEMBL3352040,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human O positive erythrocyte assessed as reduction in parasitemia after 72 hrs,K1,4.54,inactive,4.54,chloroquine resistant,CQR,≤5,1,5948,c1ccc(Nc2ncnc(Nc3ccccc3)n2)cc1,173
CHEMBL3309592,,,332.84,0.0,2.46,14g,CN1CCN(C(=O)CCNc2ccnc3cc(Cl)ccc23)CC1,IC50,'=',35.89,nM,7.45,,,UO_0000065,0,CHEMBL3362373,organism-based format,,CHEMBL3352032,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 after 72 hrs by SYBR Green-1 staining-based fluorescence assay,3D7,7.45,active,7.45,chloroquine sensitive,CQS,≥7,2,7375,O=C(CCNc1ccnc2ccccc12)N1CCNCC1,417
CHEMBL5187173,,,465.35,1.0,5.2,65,COc1cc([C@@H]2c3cc(Br)ccc3NC3(C(=O)Nc4ccccc43)[C@H]2C)ccc1O,IC50,'=',1310.0,nM,5.88,,,UO_0000065,0,CHEMBL5128576,organism-based format,,CHEMBL5126551,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes assessed as inhibition of parasite growth incubated for 48 hrs by parasite lactate dehydrogenase based colorimetric assay,3D7,5.88,inactive,5.88,chloroquine sensitive,CQS,5-6,2,7375,O=C1Nc2ccccc2C12CC(c1ccccc1)c1ccccc1N2,-1
CHEMBL3109559,,,402.33,0.0,4.94,10i,N=C1NC(c2cccc(Cl)c2)(c2cccc(Cl)c2)C(=O)N1C1CCCCC1,IC50,'=',1060.0,nM,5.97,,,UO_0000065,0,CHEMBL3110821,organism-based format,,CHEMBL3108756,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in RBV after 72 hrs by SYBR Green I-based fluorescence method,3D7,5.97,inactive,5.97,chloroquine sensitive,CQS,5-6,1,7375,N=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1C1CCCCC1,474
CHEMBL3234077,,,417.41,0.0,4.49,41,CS(=O)(=O)c1ccc(-c2cnc3ccc(-c4cccc(C(F)(F)F)c4)nn23)cc1,IC50,'=',55.0,nM,7.26,,,UO_0000065,0,CHEMBL3241686,organism-based format,,CHEMBL3232977,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-resistant Plasmodium falciparum K1,K1,7.26,active,7.3,multidrug resistant,MDR,≥7,4,5948,c1ccc(-c2ccc3ncc(-c4ccccc4)n3n2)cc1,146
CHEMBL2437288,,,314.34,0.0,4.1,6q,Nc1ccc(-c2ccc(-c3cc(=O)c4ccccc4o3)cc2)cn1,IC50,'=',3880.0,nM,5.41,,,UO_0000065,0,CHEMBL2439367,organism-based format,,CHEMBL2434892,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant blood stage of Plasmodium falciparum W2 infected in human RBC after 48 hrs by flow cytometric analysis,W2,5.41,inactive,5.41,chloroquine resistant,CQR,5-6,1,5923,O=c1cc(-c2ccc(-c3cccnc3)cc2)oc2ccccc12,453
CHEMBL2435774,,,783.06,2.0,8.27,26,CC(C)(C)OC(=O)N(CCCCCCCCCCCCN(CCCNC(=O)Cc1ccccc1O)C(=O)OC(C)(C)C)CCCNC(=O)Cc1ccccc1O,IC50,'=',170.0,nM,6.77,,,UO_0000065,0,CHEMBL2439547,organism-based format,,CHEMBL2434856,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against erythrocytic stage of chloroquine and pyrimethamine-resistant Plasmodium falciparum K1,K1,6.77,active,6.77,erythrocytic stage of chloroquine and pyrimethamine resistant,"CQR, PYRR",6-7,1,5948,O=C(Cc1ccccc1)NCCCNCCCCCCCCCCCCNCCCNC(=O)Cc1ccccc1,450
CHEMBL147802,,,333.91,1.0,5.2,AQ-33,CCN(CC)CCCCCCNc1ccnc2cc(Cl)ccc12,IC50,'=',5.0,nM,8.3,,,UO_0000065,0,CHEMBL760277,organism-based format,,CHEMBL1131415,1,Scientific Literature,J Med Chem,,In vitro antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum Haiti 135,Haiti 135,8.3,high_potency,8.3,chloroquine sensitive,CQS,≥7,8,59,c1ccc2ncccc2c1,116
CHEMBL3261971,,,427.48,1.0,5.63,6d,O=C(NCCCNc1nc2ccc(F)cc2c2[nH]c3ccccc3c12)Nc1ccccc1,IC50,'=',25.7,nM,7.59,,,UO_0000065,0,CHEMBL3268861,organism-based format,,CHEMBL3259682,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against erythrocytic stage of chloroquine-sensitive Plasmodium falciparum NF54 after 48 hrs by [3H]-hypoxanthine incorporation assay,NF54,7.59,high_potency,7.59,erythrocytic stage of chloroquine sensitive,CQS,≥7,2,4725,O=C(NCCCNc1nc2ccccc2c2[nH]c3ccccc3c12)Nc1ccccc1,413
CHEMBL4434685,,,804.91,1.0,3.44,35,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C2CCN(C)CC2)[C@H]1Cc1c[nH]c2ccccc12,IC50,'=',49.0,nM,7.31,,,UO_0000065,0,CHEMBL4352731,organism-based format,,CHEMBL4350969,1,Scientific Literature,J Med Chem,,Antimalarial activity against synchronized ring stage CQ-resistant Plasmodium falciparum W2 infected in human erythrocytes incubated for 24 hrs followed by compound washout and subsequent compound addition and measured after 48 hrs by YOYO-1 probe-based flow cytometry,W2,7.31,active,7.31,synchronized ring stage cq resistant,CQR,≥7,2,5923,O=C(CNC(=O)CNC(=O)C1CCNCC1)NCC=CC(=O)N1C(=O)C=CC1Cc1c[nH]c2ccccc12,268
CHEMBL4562998,,,778.87,1.0,3.05,44,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1Cc1c[nH]c2ccccc12,IC50,'=',3729.0,nM,5.43,,,UO_0000065,0,CHEMBL4352731,organism-based format,,CHEMBL4350969,1,Scientific Literature,J Med Chem,,Antimalarial activity against synchronized ring stage CQ-resistant Plasmodium falciparum W2 infected in human erythrocytes incubated for 24 hrs followed by compound washout and subsequent compound addition and measured after 48 hrs by YOYO-1 probe-based flow cytometry,W2,5.43,inactive,5.43,synchronized ring stage cq resistant,CQR,5-6,1,5923,O=C1C=CC(Cc2c[nH]c3ccccc23)N1,268
CHEMBL5079670,,,381.3,1.0,5.51,8d4,C=C(c1ccc(Cl)c(Cl)c1)C1COC2(OO1)C1CC3CC(C1)CC2C3,IC50,'=',49.99,nM,7.3,,,UO_0000065,0,CHEMBL5053830,organism-based format,,CHEMBL5053494,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against artemisinin-resistant Plasmodium falciparum Cam 3.1 R539 assessed as growth inhibition by SYBER green 1 dye based fluorescence assay,Cam 3.1^R539T,7.3,active,7.3,artemisinin resistant,ARTR,≥7,2,12,C=C(c1ccccc1)C1COC2(OO1)C1CC3CC(C1)CC2C3,362
CHEMBL8,CIPROFLOXACIN,4.0,331.35,0.0,1.58,Ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,IC50,'=',23100.0,nM,4.64,,,UO_0000065,0,CHEMBL3242157,organism-based format,,CHEMBL3232776,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes assessed as parasite growth inhibition after 50 hrs by SYBR Green1 dye-based fluorescence assay,3D7,4.64,inactive,4.699091,chloroquine sensitive,CQS,≤5,32,7375,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,13
CHEMBL3238539,,,237.26,0.0,3.01,5,COc1ccc2c(c1)C(=O)C(c1ccccc1)=N2,IC50,'=',141.0,nM,6.85,,,UO_0000065,0,CHEMBL3242464,organism-based format,,CHEMBL3232725,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum FcB1 infected in RBC assessed as inhibition of [3H]-hypoxanthine incorporation after 48 hrs by beta-counting,FcB1,6.85,active,6.85,chloroquine resistant,CQR,6-7,1,748,O=C1C(c2ccccc2)=Nc2ccccc21,-1
CHEMBL1774605,,,519.0,2.0,6.3,21,COc1ccc(C(=O)/C=C/c2ccc(OCCNc3ccnc4cc(Cl)ccc34)c(OC)c2)c(OC)c1,IC50,'=',800.0,nM,6.1,,,UO_0000065,0,CHEMBL1776630,organism-based format,,CHEMBL1773006,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10 by FACS-based assay,D10,6.1,active,6.1,chloroquine sensitive,CQS,6-7,3,1503,O=C(C=Cc1ccc(OCCNc2ccnc3ccccc23)cc1)c1ccccc1,-1
CHEMBL2368170,,,434.5,0.0,4.62,65c,C[C@H]1[C@@H](CCOC(=O)c2ccc(F)cc2)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',0.69,nM,9.16,,,UO_0000065,0,CHEMBL4616749,organism-based format,,CHEMBL4616581,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1,K1,9.16,high_potency,8.94,chloroquine resistant,CQR,≥7,4,5948,O=C(OCCC1CC2CCCC3CCC4OOC32C(O1)O4)c1ccccc1,321
CHEMBL4634301,,,471.64,1.0,5.4,38c,C[C@H]1[C@@H](OCc2ccc(CN3CCCCC3)cc2)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',12.2,nM,7.91,,,UO_0000065,0,CHEMBL4616735,organism-based format,,CHEMBL4616581,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum HB3,HB3,7.91,high_potency,7.91,,,≥7,2,983,c1cc(CN2CCCCC2)ccc1COC1CC2CCCC3CCC4OOC32C(O1)O4,97
CHEMBL3133774,,,400.49,1.0,6.04,9,Nc1nccc(-c2cn(Cc3c4ccccc4cc4ccccc34)c3ccccc23)n1,IC50,'=',7100.0,nM,5.15,,,UO_0000065,0,CHEMBL3428132,organism-based format,,CHEMBL3425465,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against Plasmodium falciparum D6 infected in human RBC assessed as parasite growth inhibition measured as LDH activity after 72 hrs by plate reader analysis,D6,5.15,inactive,5.15,,,5-6,6,2297,c1ccc2c(Cn3cc(-c4ccncn4)c4ccccc43)c3ccccc3cc2c1,202
